z_mm,outer_radius_mm,inner_radius_mm
28.333333333333336,61.33291290992718,32
28.75,61.671995181867146,32
29.166666666666668,62.01107745380711,32
29.583333333333336,62.35015972574709,32
30.000000000000004,62.68924199768705,32
30.416666666666668,63.02832426962703,32
30.833333333333336,63.367406541567,32
31.25,63.706488813506965,32
31.666666666666668,64.04557108544694,32
32.083333333333336,64.38465335738691,32
32.5,64.72373562932687,32
32.91666666666667,65.06281790126684,32
33.333333333333336,65.40190017320681,32
33.75,65.74098244514678,32
34.16666666666667,66.08006471708674,32
34.583333333333336,66.41914698902671,32
35.0,66.7582292609667,32
35.416666666666664,67.09731153290666,32
35.833333333333336,67.43639380484662,32
36.25000000000001,67.77547607678659,32
36.666666666666664,68.11455834872656,32
37.083333333333336,68.45364062066653,32
37.50000000000001,68.7927228926065,32
37.91666666666667,69.13180516454646,32
38.333333333333336,69.47088743648644,32
38.75,69.8099697084264,32
39.16666666666667,70.14905198036638,32
39.583333333333336,70.48813425230635,32
40.0,70.82721652424631,32
40.41666666666667,71.16629879618628,32
40.833333333333336,71.50538106812625,32
41.25,71.84446334006623,32
41.66666666666667,72.1835456120062,32
42.083333333333336,72.52262788394616,32
42.5,72.86171015588613,32
42.91666666666667,73.2007924278261,32
43.333333333333336,73.53987469976607,32
43.75000000000001,73.87895697170605,32
44.166666666666664,74.218039243646,32
44.583333333333336,74.55712151558596,32
45.00000000000001,74.89620378752596,32
45.416666666666664,75.23528605946592,32
45.833333333333336,75.57436833140588,32
46.25000000000001,75.91345060334586,32
46.66666666666667,76.25253287528582,32
47.083333333333336,76.5916151472258,32
47.5,76.93069741916575,32
47.91666666666667,77.26977969110574,32
48.33333333333334,77.6088619630457,32
48.75,77.94794423498566,32
49.16666666666667,78.28702650692564,32
49.583333333333336,78.62610877886561,32
50.0,78.96519105080557,32
50.41666666666667,79.30427332274554,32
50.833333333333336,79.64335559468552,32
51.25000000000001,79.98243786662549,32
51.66666666666667,80.32152013856546,32
52.083333333333336,80.66060241050542,32
52.50000000000001,80.99968468244539,32
52.916666666666664,81.33876695438535,32
53.333333333333336,81.67784922632534,32
53.75000000000001,82.01693149826531,32
54.16666666666667,82.35601377020527,32
54.583333333333336,82.69509604214522,32
55.0,83.0341783140852,32
55.41666666666667,83.37326058602518,32
55.833333333333336,83.71234285796514,32
56.25,84.05142512990511,32
56.66666666666667,84.39050740184508,32
57.08333333333334,84.72958967378504,32
57.5,85.06867194572501,32
57.91666666666667,85.407754217665,32
58.333333333333336,85.74683648960496,32
58.75000000000001,86.08591876154492,32
59.16666666666667,86.4250010334849,32
59.583333333333336,86.76408330542488,32
60.00000000000001,87.10316557736483,32
60.416666666666664,87.44224784930479,32
60.833333333333336,87.78133012124478,32
61.25000000000001,88.12041239318475,32
61.66666666666667,88.45949466512471,32
62.083333333333336,88.79857693706468,32
62.5,89.13765920900465,32
62.91666666666668,89.47674148094461,32
63.333333333333336,89.8158237528846,32
63.75,90.15490602482457,32
64.16666666666667,90.49398829676453,32
64.58333333333334,90.8330705687045,32
65.0,91.17215284064446,32
65.41666666666667,91.51123511258444,32
