frequency_hz,spl_db,pressure_real_pa,pressure_imag_pa,impedance_real_ohm,impedance_imag_ohm,excursion_peak_mm,throat_velocity_rms_m_s
300.0,97.18317466585502,-0.06351612351465291,1.4446724507760684,6.526964687499382,-6.481496562302233,0.14770188172861953,2.150320966789072
301.7584122557068,97.24032946746334,-0.0025569636062410424,1.4556125756425247,6.496626395457543,-6.369368183704515,0.14646607649555168,2.145060220980224
303.52713122361683,97.29734325441841,0.05953753078421866,1.4639907028883725,6.467417100486285,-6.259548631733325,0.1452334015915679,2.1397090128382477
305.3062173152268,97.35421758956291,0.12266776616031863,1.4697160439002994,6.439284139473326,-6.151958164026208,0.14400395218548387,2.134268112409032
307.0957312961286,97.41095402048713,0.18672794549510724,1.472700750255843,6.412177917677797,-6.046520509286733,0.14277782282916332,2.1287383104882456
308.8957342880829,97.46755407692397,0.25160606635770094,1.4728602822190366,6.386051698526192,-5.94316268719655,0.141555107438466,2.1231204185421753
310.7062877711085,97.5240192680406,0.3171839371655938,1.4701137873243437,6.360861409900041,-5.841814838985937,0.1403358992747715,2.1174152686279135
312.52745358558127,97.58035107961425,0.38333721263025705,1.4643844884569737,6.336565465460785,-5.742410067980085,0.139120290927092,2.1116237133131865
314.35929393434685,97.6365509710968,0.4499354494724516,1.4556000807660279,6.313124599698847,-5.644884289483038,0.13790837429478361,2.1057466255961086
316.2018713848447,97.69262037255407,0.5168421834878484,1.4436931366660086,6.2905017155203895,-5.549176089403474,0.1367002405708647,2.09978489882518
318.0552488712463,97.74856068148887,0.5839150290459072,1.428601518104856,6.2686617432983835,-5.455226591065632,0.1354959802259471,2.0937394466197516
319.9194896966031,97.8043732595334,0.6510058021007671,1.410268795188065,6.2475715104160585,-5.362979329686361,0.1342956829927909,2.0876112027912934
321.7946575350095,97.86005942901097,0.7179606677866595,1.3886446701628854,6.227199620421665,-5.272380134033204,0.13309943785148376,2.0814011212657055
323.68081643377775,97.91562046936431,0.7846203136579489,1.3636854056749514,6.207516340995117,-5.183377014811414,0.13190733301525065,2.0751101760069215
325.5780308156251,97.9710576134456,0.8508201496167316,1.3353542561148288,6.188493500000463,-5.09592005935767,0.1307194559168979,2.068739360942089
327.4863654808752,98.02637204366293,0.9163905355481164,1.3036219007745011,6.1701043889640275,-5.0099613322466094,0.12953589319588985,2.06228968988852
329.40588560966984,98.0815648879824,0.9811570376546331,1.2684668774339667,6.152323673377587,-4.92545478144268,0.12835673068606226,2.0557621964826707
331.33665676419633,98.13663721577421,1.0449407144453753,1.2298760148934185,6.135127309279352,-4.842356149654126,0.12718205340396707,2.0491579341113373
333.2787448909264,98.19159003351082,1.1075584332948365,1.1878448628634455,6.118492465614,-4.760622890568808,0.12601194553784628,2.042477975845246
335.2322163228685,98.2464242803003,1.1688232184345777,1.1423781175141858,6.10239745191651,-4.680214089673074,0.1248464904372321,2.035723414375226
337.19713778183467,98.30114082326023,1.2285446311857657,1.0934900408771355,6.086821650904008,-4.601090389374036,0.12368577060316208,2.0288953619510655
339.17357638071724,98.35574045272303,1.286529183172981,1.0412048721797016,6.0717454555956465,-4.523213918164994,0.12252986767900681,2.021994950323214
341.16159962578297,98.41022387726598,1.34258078318553,0.9855572290793935,6.057150210612616,-4.446548223589688,0.12137886244189268,2.015023330687356
343.1612754189778,98.46459171857424,1.3965012182701606,0.9265924966524218,6.043018157339962,-4.371058208778102,0.12023283479471158,2.0079816736319476
345.17267206024667,98.51884450611504,1.4480906695410227,0.8643672018729273,6.029332382658171,-4.296710072340495,0.11909186375870078,2.0008711690886942
347.19585824986547,98.57298267163492,1.4971482630927284,0.798949371208458,6.016076770976884,-4.223471251420789,0.11795602746657564,1.9936930262859578
349.2309030907893,98.62700654346548,1.5434726562832426,0.7304188688400384,6.003235959324809,-4.151310367722588,0.11682540315619402,1.9864484737050012
351.27787609101046,98.6809163406391,1.586862659528018,0.658867712904446,5.990795295269989,-4.080197176333828,0.11570006716473355,1.9791387590389573
353.33684716593393,98.7347121668133,1.6271178936079411,0.5844003670444831,5.978740797462661,-4.010102517186299,0.1145800949233515,1.9717651491543224
355.407886640765,98.7883940039898,1.6640394823387328,0.5071340044444211,5.967059118609514,-3.940998268997224,0.1134655609523026,1.9643289300547497
