frequency_hz,spl_db,pressure_real_pa,pressure_imag_pa,impedance_real_ohm,impedance_imag_ohm,excursion_peak_mm,throat_velocity_rms_m_s
300.0,99.50124828999319,-0.14454362706683557,1.8828530815097217,6.764652211751122,-6.801489720670003,0.21824270687831174,2.2314600815409413
301.7584122557068,99.5474276800853,-0.062115117679087284,1.8974432528858878,6.718556984506513,-6.6564721826405755,0.2161319143998476,2.223056547346841
303.52713122361683,99.59324000267017,0.021669151753898757,1.908376239554195,6.674751733614671,-6.515725085285098,0.2140252122848253,2.214518557676696
305.3062173152268,99.63869446820564,0.10665136566298332,1.9155461766527522,6.633091713081379,-6.3790523739734635,0.2119230659406569,2.205849870161489
307.0957312961286,99.68380032226428,0.1926664485019045,1.91885335611316,6.593443486750154,-6.246269345136669,0.2098259319337533,2.197054257475645
308.8957342880829,99.72856683558616,0.2795422470897259,1.9182046685930543,6.555683891620304,-6.1172018712704705,0.2077342577295485,2.1881355035399417
310.7062877711085,99.77300329416408,0.3670997361027842,1.9135140445958665,6.519699109604004,-5.991685685126094,0.20564848145498393,2.179097399835806
312.52745358558127,99.81711898935978,0.4551532471222059,1.9047028938497497,6.485383835042712,-5.869565718328012,0.2035690316832918,2.169943741836582
314.35929393434685,99.86092320806618,0.5435107216307109,1.8917005419874982,6.452640526933348,-5.7506954900249205,0.2014963272408467,2.160678325560729
316.2018713848447,99.90442522291102,0.631973988337649,1.8744446635288454,6.421378736217231,-5.634936541526098,0.19943077703579032,2.151304944251345
318.0552488712463,99.94763428251969,0.720339065197088,1.8528817101330994,6.3915144996940745,-5.522157913202345,0.1973727799080852,2.14182738518587
319.9194896966031,99.99055960183091,0.8083964864656374,1.8269673330439096,6.362969793167699,-5.412235660233779,0.1953227245005963,2.132249426619253
321.7946575350095,100.03321035247174,0.8959316551289525,1.7966667986073683,6.335672037333727,-5.305052404069414,0.19328098915074735,2.122574834863313
323.68081643377775,100.07559565319673,0.9827252210046956,1.7619553956982121,6.309553650703308,-5.20049691672463,0.19124794180225627,2.1128073615044993
325.5780308156251,100.11772456039027,1.0685534848059235,1.7228188338390777,6.284551644537289,-5.098463735283578,0.18922393993641787,2.1029507407617696
327.4863654808752,100.1596060586334,1.1531888284225607,1.679253630746778,6.260607255357374,-4.998852804194606,0.18720933052235297,2.09300868698575
329.40588560966984,100.20124905133716,1.2364001716486304,1.631267487986018,6.237665611116945,-4.901569143150464,0.18520444998562235,2.082984892299914
331.33665676419633,100.24266235143494,1.3179534555482617,1.5788796533522527,6.215675427564663,-4.806522538531033,0.18320962419456516,2.0728830243840237
333.2787448909264,100.28385467214386,1.3976121526173937,1.522121268550116,6.194588731728082,-4.7136272565569355,0.18122516846370015,2.062706724399639
335.2322163228685,100.32483461778122,1.4751378038523537,1.4610357006676933,6.174360609789626,-4.622801776458136,0.17925138757350567,2.0524596050570887
337.19713778183467,100.36561067464204,1.5502905827910927,1.3956788558870894,6.154948976930026,-4.533968542104125,0.17728857580587143,2.0421452488228686
339.17357638071724,100.40619120192922,1.6228298865369142,1.3261194738038904,6.136314366980513,-4.447053730672516,0.17533701699451,2.0317672062661076
341.16159962578297,100.44658442273064,1.6925149537151012,1.2524394006608817,6.118419739959092,-4.361987037051162,0.17339698458958788,2.0213289945422908
343.1612754189778,100.48679841504938,1.759105509248077,1.1747338397350209,6.101230305772736,-4.278701472777836,0.17146874173584345,2.0108340960121946
345.17267206024667,100.52684110286604,1.8223624357560846,1.0931115770421986,6.084713362549415,-4.197133178419801,0.1695525413634392,2.000285956993555
347.19585824986547,100.56672024724202,1.8820484713138896,1.007695180458666,6.068838148224989,-4.117221248386573,0.16764862629080393,1.9896879866428285
