scenario_id,driver_id,label,sensitivity_only,nominal_band_covers_target,profile,equivalent_throat_diameter_m,mouth_diameter_m,length_m,body_diameter_m,body_length_m,outer_throat_diameter_mm,radial_gap_mm,throat_area_cm2,compression_ratio,ripple_db,mean_spl_db,spl_500_db,spl_6500_db,level_6500_relative_mid_db,max_excursion_mm,max_throat_speed_m_s
redcatt-dr-6p5-006-8r-b2-c0001,redcatt-dr-6p5-006-8r-b2-c0001,REDCATT 6NPM,False,False,conical,0.076,0.19,0.125,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.1544421546329953,4.0505031486974445,103.41277596387397,101.37978526297056,101.04001097245929,-1.769558477912767,0.045629019378778626,0.3310271225108473
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,exponential,0.076,0.245,0.25,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.909757962344901,4.119252576492215,103.80534914547012,103.86261807679902,101.41347510863531,-2.8628088453939426,0.05277157906557611,0.3433034774191659
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,exponential,0.076,0.28,0.2,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.909757962344901,4.212374638469782,104.7198600734288,104.0015735357293,102.86638289205857,-2.1799369910711164,0.046766129075624684,0.3091711173113135
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,exponential,0.076,0.19,0.125,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.909757962344901,4.241186912878874,102.03366011342123,100.19011187597685,99.76483890513016,-1.9074508767498344,0.04530909607561693,0.30396010380377336
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,exponential,0.068,0.21,0.15,0.064,0.1,93.38094023943002,14.690470119715005,36.316811075498016,3.6346803612681975,4.264812810452639,103.37861946616091,101.60865064538382,101.12431390063259,-1.907981072383464,0.04245504157271704,0.3579977278505585
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,conical,0.076,0.21,0.125,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,4.310888285279162,104.87274381956271,102.37066621682428,103.9112003329825,-0.15041119116838786,0.05481486296940159,0.38667165703243234
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,exponential,0.076,0.21,0.2,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,4.318855000981941,105.37817162552008,106.70770520015003,103.23530739053959,-2.0632234644768914,0.04589230086531412,0.34845757233736874
redcatt-dr-6p5-006-8r-b2-c0001,redcatt-dr-6p5-006-8r-b2-c0001,REDCATT 6NPM,False,False,conical,0.076,0.21,0.125,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.1544421546329953,4.3210076748372614,103.84283351475288,101.4107500193829,102.09961248877045,-1.0964272457754305,0.04801654691786648,0.346215517858382
redcatt-dr-6p5-006-8r-b2-c0001,redcatt-dr-6p5-006-8r-b2-c0001,REDCATT 6NPM,False,False,exponential,0.076,0.19,0.125,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.1544421546329953,4.331034012064194,103.63205972795484,100.87573714337573,100.95379083049126,-2.4776874710111088,0.04522733093171897,0.32892573023370814
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,os,0.076,0.245,0.2,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,4.338631718218949,106.88372554467836,106.02509720367684,104.34693182638821,-3.123436780775009,0.04665766928586438,0.3302946482061374
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,conical,0.076,0.21,0.15,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.909757962344901,4.344059628260112,102.43186272161853,103.00453099833634,100.71830902443318,-0.932278660979108,0.04398810895703446,0.2939135407894117
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,conical,0.068,0.21,0.125,0.064,0.1,93.38094023943002,14.690470119715005,36.316811075498016,3.6346803612681975,4.351635939977768,102.69910288966098,100.26757485477756,101.55655662364914,-0.25804905231248654,0.04761017313492888,0.3962124441874591
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,exponential,0.076,0.19,0.15,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,4.351652335590657,104.82488795307742,104.56280557949852,102.5345400234701,-1.7063248645029745,0.04727510921115353,0.34009932617456173
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,os,0.076,0.21,0.15,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,4.368599462957832,105.82337168271141,103.40327549326624,103.32336579469242,-2.7292227176147037,0.05024754378208975,0.3605717160564127
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,exponential,0.068,0.245,0.2,0.064,0.1,93.38094023943002,14.690470119715005,36.316811075498016,3.6346803612681975,4.453112755573713,104.50941922551355,104.70585010267138,102.12865558383379,-2.476845706419141,0.04253863008346672,0.35470989789826807
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,os,0.076,0.245,0.25,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,4.48012248179829,106.81078695308243,105.55018645300103,104.089293020092,-3.431844166187048,0.05127892041611268,0.357974914697883
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,hyperbolic,0.076,0.21,0.15,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,4.480995573174539,105.91196920413923,102.94291973621063,103.2405972338602,-3.002225976702917,0.04943860154116747,0.3575120740923363
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,exponential,0.076,0.245,0.2,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,4.503519373968842,106.45156117252293,106.09585960413709,104.63466014324425,-1.8995135544542023,0.04847463843495046,0.3461632689217913
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,conical,0.076,0.19,0.15,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,4.507099440072281,104.56850235727062,105.01353461629168,102.64257997251272,-1.098655619110474,0.0471508598209246,0.33720991582067894
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,exponential,0.068,0.19,0.125,0.064,0.1,93.38094023943002,14.690470119715005,36.316811075498016,3.6346803612681975,4.542815523033724,102.58144851523213,99.59829295672134,100.32889253451353,-2.00221870943912,0.04492298841033107,0.3773141627479468
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,exponential,0.076,0.28,0.25,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.909757962344901,4.602945315784652,104.78671160387502,103.90287101807189,102.62894070077238,-2.6721573234191283,0.05076486511294855,0.33222336514179296
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,os,0.076,0.19,0.125,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.909757962344901,4.621924024758314,102.40067756947853,99.36493236847868,99.52611435784183,-3.3701658652507263,0.04450959980012251,0.29979538566863506
