scenario_id,driver_id,label,sensitivity_only,nominal_band_covers_target,profile,equivalent_throat_diameter_m,mouth_diameter_m,length_m,body_diameter_m,body_length_m,outer_throat_diameter_mm,radial_gap_mm,throat_area_cm2,compression_ratio,ripple_db,mean_spl_db,spl_500_db,spl_6500_db,level_6500_relative_mid_db,max_excursion_mm,max_throat_speed_m_s
phl-1663,phl-1663,PHL 1663,False,False,conical,0.06,0.28,0.2,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,5.305164769729846,11.400692229919656,103.31191885638357,105.26877706653316,95.13631823413462,-10.305969325495099,0.05568571518987431,0.6684802700022986
beyma-6mi90,beyma-6mi90,Beyma 6MI90,False,True,conical,0.047,0.28,0.3,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,8.069422193885142,11.401331485773994,105.76222962505827,102.06187202258567,98.14298183966469,-9.401259854262932,0.05347229491815007,0.9884573456460551
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,hyperbolic,0.042,0.245,0.3,0.064,0.1,76.55063683601855,6.275318418009275,13.85442360233099,10.10507575186637,11.405499548777172,109.20187854245081,106.99024045520954,103.08174972617178,-7.172505734087878,0.032598062678164695,0.8089060221242345
phl-1752,phl-1752,PHL 1752,False,False,conical,0.068,0.28,0.15,0.064,0.1,93.38094023943002,14.690470119715005,36.316811075498016,3.9926413059385504,11.406090022896507,101.76091671825529,103.87076510766144,93.59908581915208,-10.241806331879914,0.06117371375258014,0.5533884271567491
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,os,0.042,0.19,0.3,0.064,0.1,76.55063683601855,6.275318418009275,13.85442360233099,10.10507575186637,11.408204240322888,107.10094108579169,104.67751475391393,101.30137775201788,-7.075879585068122,0.044022790244070326,1.0535980380829313
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,hyperbolic,0.047,0.21,0.3,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,7.608312354234562,11.410499890455498,105.3433881136922,105.30830345070825,99.02105777878569,-7.57612604528488,0.03668271740987383,0.6434677867880502
celestion-cf0617m-le029,celestion-cf0617m,Celestion CF0617M — Le 0.29 mH sensitivity,True,True,exponential,0.052,0.21,0.25,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,7.248612999871707,11.41058132133962,104.31882347726749,106.24379950767292,96.50735334672356,-9.320826225487991,0.043655613267399765,0.7178157466206649
phl-1120,phl-1120,PHL 1120,False,False,exponential,0.076,0.28,0.15,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.3065431390282973,11.411693157783546,101.94063620499549,102.2498942581629,94.28651445970914,-9.931243298509202,0.04979174319662907,0.37489159868346517
phl-1120ndu,phl-1120ndu,PHL 1120NdU,False,False,exponential,0.076,0.28,0.15,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.3065431390282973,11.411693157783546,101.94063620499549,102.2498942581629,94.28651445970914,-9.931243298509202,0.04979174319662907,0.37489159868346517
celestion-cf0617m-le029,celestion-cf0617m,Celestion CF0617M — Le 0.29 mH sensitivity,True,True,os,0.068,0.28,0.3,0.064,0.1,93.38094023943002,14.690470119715005,36.316811075498016,4.238808294042624,11.413494419448739,105.52862840197854,103.58706745988053,98.16215945453537,-9.891300710773749,0.04360864238282394,0.4238807765983955
phl-1663,phl-1663,PHL 1663,False,False,conical,0.052,0.28,0.2,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,7.0630891904687285,11.414323905922018,103.77626440213518,105.07744701222846,95.52031754021925,-10.094570188727545,0.053874869095123505,0.8648364845271304
redcatt-dr-6p5-006-8r-b2-c0001,redcatt-dr-6p5-006-8r-b2-c0001,REDCATT 6NPM,False,False,exponential,0.042,0.28,0.3,0.064,0.1,76.55063683601855,6.275318418009275,13.85442360233099,10.328831000657695,11.41627162650461,108.79251256952155,103.59819510467099,104.2002808115379,-5.235363656958157,0.038496377339998646,0.92832779578177
phl-1120,phl-1120,PHL 1120,False,False,exponential,0.052,0.245,0.15,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,7.0630891904687285,11.416521535806055,102.52964055215459,100.43198460905741,94.44641962588409,-9.778065196776424,0.04098617739810854,0.6707994737482347
phl-1120ndu,phl-1120ndu,PHL 1120NdU,False,False,exponential,0.052,0.245,0.15,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,7.0630891904687285,11.416521535806055,102.52964055215459,100.43198460905741,94.44641962588409,-9.778065196776424,0.04098617739810854,0.6707994737482347
beyma-6mi100,beyma-6mi100,Beyma 6MI100,False,True,hyperbolic,0.076,0.19,0.3,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,11.416769487018499,100.82865504116066,102.01325793681077,94.6199616729882,-7.137951178059339,0.04818847628438415,0.3330857944490267
celestion-cf0617m-le029,celestion-cf0617m,Celestion CF0617M — Le 0.29 mH sensitivity,True,True,hyperbolic,0.06,0.21,0.125,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,5.444513764348082,11.418925255100902,103.4529148483649,98.09257276846478,96.9129907613108,-8.850172646774325,0.03926971423126009,0.4991992098437703
beyma-6mi100,beyma-6mi100,Beyma 6MI100,False,True,os,0.047,0.28,0.3,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,8.069422193885142,11.419207366590086,105.66843457324518,100.97302914880717,98.85989274480755,-9.267174682629317,0.0326280888582346,0.6212318009329405
bc-6pev13,bc-6pev13,BC 6PEV13,False,True,exponential,0.047,0.28,0.15,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,7.608312354234562,11.419268835182052,105.33176234300488,102.03652297800117,97.54040206755795,-9.313250057874114,0.06264819649805733,1.1009513987882869
bc-6pev13,bc-6pev13,BC 6PEV13,False,True,exponential,0.052,0.28,0.15,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,6.2155184876124805,11.41936282106299,105.19403021563342,102.52489048031003,97.51150277078743,-9.451106511366675,0.06492716378038288,0.9290490368478711
beyma-6mi100,beyma-6mi100,Beyma 6MI100,False,True,os,0.06,0.19,0.25,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,4.951487118414522,11.420055100606135,102.25727878568851,105.58353049816793,95.35893528783657,-8.36352565945991,0.04091029667633373,0.4530003171777947
phl-1120,phl-1120,PHL 1120,False,False,exponential,0.047,0.28,0.15,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,8.645809493448366,11.423163314816705,103.37162786834334,99.88491315357686,95.64717558481867,-9.317767414340267,0.043033904729767154,0.8593847769248336
phl-1120ndu,phl-1120ndu,PHL 1120NdU,False,False,exponential,0.047,0.28,0.15,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,8.645809493448366,11.423163314816705,103.37162786834334,99.88491315357686,95.64717558481867,-9.317767414340267,0.043033904729767154,0.8593847769248336
lavoce-maf061-50,lavoce-maf061-50,LaVoce MAF061.50,False,False,hyperbolic,0.06,0.245,0.2,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,4.668544997362264,11.424393815812309,105.69404630458374,103.06122392879105,97.65414507939242,-10.232973057980786,0.03563813232277564,0.40217159182074314
celestion-cf0617m-le029,celestion-cf0617m,Celestion CF0617M — Le 0.29 mH sensitivity,True,True,os,0.076,0.21,0.2,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.393395005480107,11.425240721452255,103.08488468540746,105.94829118462127,95.55390535897689,-9.119788800815854,0.036477492139750566,0.3200019539749002
bc-6mdn44-8,bc-6mdn44-8,BC 6MDN44,False,False,conical,0.06,0.245,0.25,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,4.668544997362264,11.425860619281153,102.98417023794062,103.94145765378565,94.6955169449962,-10.652444981367509,0.06029476248695461,0.633846807190831
beyma-6mi90,beyma-6mi90,Beyma 6MI90,False,True,exponential,0.052,0.19,0.15,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,6.592216577770813,11.427202356372902,103.28472658292988,101.28344067235709,94.8432060720211,-9.7602756806983,0.04145490361310909,0.6449768118814
bc-6pev13,bc-6pev13,BC 6PEV13,False,True,exponential,0.047,0.21,0.125,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,7.608312354234562,11.427500584120565,103.45508714224196,100.65927925748632,95.20344615996189,-9.671944977790503,0.05956791793685021,1.0519705267427153
celestion-cf0617m-le029,celestion-cf0617m,Celestion CF0617M — Le 0.29 mH sensitivity,True,True,hyperbolic,0.06,0.245,0.2,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,5.444513764348082,11.428483282854515,105.31549686291687,102.11624537540517,97.38418838264558,-10.17546148299624,0.02740870126057903,0.36071355480193606
beyma-6mi90,beyma-6mi90,Beyma 6MI90,False,True,os,0.076,0.245,0.125,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,11.429631528303645,103.1320763936749,100.85658797936658,95.97098260962514,-9.353983207476489,0.05576311939990035,0.39306508653469024
lavoce-man061-80,lavoce-man061-80,LaVoce MAN061.80,False,False,os,0.047,0.245,0.15,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,7.608312354234562,11.430783613913249,105.52725502488238,98.98192589159926,102.42166580279536,-3.3863508470235075,0.04176512065448255,0.7433650753909233
beyma-6mi90,beyma-6mi90,Beyma 6MI90,False,True,conical,0.042,0.245,0.2,0.064,0.1,76.55063683601855,6.275318418009275,13.85442360233099,10.10507575186637,11.431165595296221,104.89831979746457,104.94325386832458,97.3887383482108,-8.12555434052814,0.04666364412996736,1.0871153621876923
redcatt-dr-6p5-006-8r-b2-c0001,redcatt-dr-6p5-006-8r-b2-c0001,REDCATT 6NPM,False,False,hyperbolic,0.047,0.19,0.25,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,8.24810225674974,11.432034345046148,106.11903399638139,105.36887391439191,99.7067327015308,-7.098163024668963,0.026528748003234192,0.5739136556725773
celestion-cf0617m-le029,celestion-cf0617m,Celestion CF0617M — Le 0.29 mH sensitivity,True,True,conical,0.052,0.21,0.3,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,7.248612999871707,11.43275891862956,103.89637281112053,101.58893003660387,96.7201766133582,-8.838618090734968,0.04750307050030707,0.7863676946301362
celestion-cf0617m-le029,celestion-cf0617m,Celestion CF0617M — Le 0.29 mH sensitivity,True,True,exponential,0.052,0.245,0.3,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,7.248612999871707,11.432924259907466,105.38623154825858,103.68438916120235,97.68313973363276,-9.560625850059523,0.042983292863441436,0.7145059069174422
lavoce-maf061-50,lavoce-maf061-50,LaVoce MAF061.50,False,False,hyperbolic,0.076,0.21,0.2,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.909757962344901,11.434469931516588,103.50662343493701,105.94685508692196,95.67960385116615,-9.268043106746944,0.03805378366096528,0.30076011689135923
beyma-6mi90,beyma-6mi90,Beyma 6MI90,False,True,os,0.076,0.28,0.15,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,11.434582479117694,104.14195230119753,102.15372286684209,96.95587826783193,-9.587977948912055,0.05505069628141479,0.3879119987709247
phl-1120,phl-1120,PHL 1120,False,False,exponential,0.047,0.21,0.125,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,8.645809493448366,11.442011365966252,101.51497589546864,98.52285858074569,93.31302539747908,-9.672900121197799,0.04098963573716953,0.8225883196344768
phl-1120ndu,phl-1120ndu,PHL 1120NdU,False,False,exponential,0.047,0.21,0.125,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,8.645809493448366,11.442011365966252,101.51497589546864,98.52285858074569,93.31302539747908,-9.672900121197799,0.04098963573716953,0.8225883196344768
phl-1752,phl-1752,PHL 1752,False,False,conical,0.042,0.245,0.15,0.064,0.1,76.55063683601855,6.275318418009275,13.85442360233099,10.465971314433027,11.4424292159092,102.5838624288517,103.04083074791905,93.47911448046317,-10.1940643673572,0.053743390256651376,1.2958814320201955
lavoce-maf061-50,lavoce-maf061-50,LaVoce MAF061.50,False,False,conical,0.068,0.19,0.3,0.064,0.1,93.38094023943002,14.690470119715005,36.316811075498016,3.6346803612681975,11.443690379472784,102.51418283447562,101.46785670306093,95.50048284170336,-8.754994015367757,0.06346732518250296,0.5212808202290937
beyma-6mi90,beyma-6mi90,Beyma 6MI90,False,True,conical,0.076,0.19,0.125,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.086106929759744,11.444359624034263,101.30812454763623,102.13100140410583,93.92895759973538,-8.440039104913396,0.05085264426183055,0.3609311671905469
phl-1120,phl-1120,PHL 1120,False,False,exponential,0.076,0.245,0.15,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.3065431390282973,11.444465741211474,101.23625551903935,102.56648000464381,93.08351737014493,-10.206859829121868,0.0453874202520747,0.3436451367647251
phl-1120ndu,phl-1120ndu,PHL 1120NdU,False,False,exponential,0.076,0.245,0.15,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,3.3065431390282973,11.444465741211474,101.23625551903935,102.56648000464381,93.08351737014493,-10.206859829121868,0.0453874202520747,0.3436451367647251
phl-1752,phl-1752,PHL 1752,False,False,conical,0.052,0.245,0.15,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,6.827652884119771,11.444604207722904,102.12912543585544,103.57016327795563,93.37948588767583,-10.260410717219628,0.05515350869190681,0.863512337066727
beyma-6mcf200nd,beyma-6mcf200nd,Beyma 6MCF200Nd,False,True,conical,0.042,0.28,0.25,0.064,0.1,76.55063683601855,6.275318418009275,13.85442360233099,10.10507575186637,11.446425841832863,109.15042879188849,103.70516599888856,107.14909708240438,-1.760359496862094,0.05386361153947593,1.2426449986671388
celestion-cf0617m-le029,celestion-cf0617m,Celestion CF0617M — Le 0.29 mH sensitivity,True,True,hyperbolic,0.068,0.245,0.125,0.064,0.1,93.38094023943002,14.690470119715005,36.316811075498016,4.238808294042624,11.446828298011795,103.90096136154988,98.94436890616929,97.97451206366563,-8.265571984800502,0.04419848829686714,0.4320956082798147
lavoce-maf061-50,lavoce-maf061-50,LaVoce MAF061.50,False,False,os,0.068,0.245,0.3,0.064,0.1,93.38094023943002,14.690470119715005,36.316811075498016,3.6346803612681975,11.447168337302486,104.88180031879085,104.06028680033296,97.18285676045413,-9.96372770779125,0.054297361739071556,0.45073250736005555
celestion-cf0617m-le029,celestion-cf0617m,Celestion CF0617M — Le 0.29 mH sensitivity,True,True,conical,0.068,0.19,0.3,0.064,0.1,93.38094023943002,14.690470119715005,36.316811075498016,4.238808294042624,11.451892723262532,102.20135927347107,101.39971015668166,95.2179816962706,-8.79428723158351,0.05399646356046214,0.5172070292682707
phl-1683-26,phl-1683-26,PHL 1683-26,False,False,conical,0.042,0.245,0.15,0.064,0.1,76.55063683601855,6.275318418009275,13.85442360233099,9.311105514219726,11.453036377870859,102.25999873024308,102.17141125088727,93.34946363993026,-9.987904564000004,0.0546553118141541,1.172449895568862
celestion-cf0617m-le029,celestion-cf0617m,Celestion CF0617M — Le 0.29 mH sensitivity,True,True,conical,0.042,0.21,0.2,0.064,0.1,76.55063683601855,6.275318418009275,13.85442360233099,11.111252580302207,11.453393289596974,104.37189495983354,105.0702688074716,97.36334303025868,-7.035646240267695,0.03460373197165942,0.9767568409654971
redcatt-dr-6p5-006-8r-b2-c0001,redcatt-dr-6p5-006-8r-b2-c0001,REDCATT 6NPM,False,False,os,0.042,0.245,0.2,0.064,0.1,76.55063683601855,6.275318418009275,13.85442360233099,10.328831000657695,11.453648988428156,107.50104410235153,102.0656818204816,103.01304309208568,-4.853985744334835,0.03312094126619972,0.8204789354310672
beyma-6mi100,beyma-6mi100,Beyma 6MI100,False,True,os,0.047,0.21,0.125,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,8.069422193885142,11.453871107179097,102.84466431079281,96.52124050310493,97.45648534125652,-6.221701281627176,0.03624123808007755,0.6836829501391173
bc-6mdn44-8,bc-6mdn44-8,BC 6MDN44,False,False,exponential,0.052,0.245,0.125,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,6.2155184876124805,11.455707941299593,103.13359788892693,99.76813798466608,95.62059352417536,-9.23183596219728,0.0554743750772473,0.7923015613170279
