z_mm,outer_radius_mm,inner_radius_mm
89.58333333333333,82.15904132815746,32
90.00000000000001,82.31011143017913,32
90.41666666666667,82.46118153220081,32
90.83333333333333,82.61225163422247,32
91.25000000000001,82.76332173624417,32
91.66666666666667,82.91439183826584,32
92.08333333333334,83.06546194028752,32
92.50000000000001,83.2165320423092,32
92.91666666666667,83.36760214433086,32
93.33333333333334,83.51867224635254,32
93.75,83.66974234837423,32
94.16666666666667,83.8208124503959,32
94.58333333333334,83.97188255241758,32
95.0,84.12295265443926,32
95.41666666666667,84.27402275646092,32
95.83333333333334,84.42509285848261,32
96.25,84.57616296050428,32
96.66666666666669,84.72723306252597,32
97.08333333333334,84.87830316454765,32
97.5,85.02937326656931,32
97.91666666666669,85.180443368591,32
98.33333333333334,85.33151347061268,32
98.75,85.48258357263435,32
99.16666666666667,85.63365367465603,32
99.58333333333334,85.78472377667771,32
99.999999,85.93579351613113,32
100.0,85.93579387869937,0
100.41666666666667,86.08686398072105,0
100.83333333333334,86.23793408274274,0
101.25,86.38900418476442,0
101.66666666666667,86.5400742867861,0
102.08333333333334,86.69114438880776,0
102.50000000000001,86.84221449082943,0
102.91666666666667,86.99328459285113,0
103.33333333333334,87.1443546948728,0
103.75000000000001,87.29542479689448,0
104.16666666666667,87.44649489891614,0
104.58333333333333,87.59756500093782,0
105.00000000000001,87.74863510295951,0
105.41666666666667,87.89970520498117,0
105.83333333333333,88.05077530700287,0
106.25000000000001,88.20184540902454,0
106.66666666666667,88.3529155110462,0
107.08333333333334,88.50398561306788,0
107.50000000000001,88.65505571508957,0
107.91666666666667,88.80612581711125,0
108.33333333333334,88.95719591913293,0
108.75000000000001,89.10826602115459,0
109.16666666666667,89.25933612317627,0
109.58333333333334,89.41040622519795,0
110.0,89.56147632721962,0
110.41666666666667,89.71254642924131,0
110.83333333333334,89.86361653126299,0
111.25,90.01468663328465,0
111.66666666666667,90.16575673530633,0
112.08333333333334,90.31682683732801,0
112.5,90.46789693934969,0
112.91666666666669,90.61896704137138,0
113.33333333333334,90.77003714339304,0
113.75,90.92110724541472,0
114.16666666666669,91.07217734743641,0
114.58333333333334,91.22324744945807,0
115.0,91.37431755147976,0
115.41666666666667,91.52538765350144,0
115.83333333333334,91.6764577555231,0
116.25,91.82752785754478,0
116.66666666666667,91.97859795956646,0
117.08333333333334,92.12966806158815,0
117.50000000000001,92.28073816360983,0
117.91666666666667,92.43180826563149,0
118.33333333333334,92.58287836765317,0
118.75000000000001,92.73394846967486,0
119.16666666666667,92.88501857169652,0
119.58333333333334,93.03608867371821,0
120.00000000000001,93.18715877573987,0
120.41666666666667,93.33822887776155,0
120.83333333333333,93.48929897978323,0
121.25000000000001,93.6403690818049,0
121.66666666666667,93.7914391838266,0
122.08333333333333,93.94250928584827,0
122.50000000000001,94.09357938786994,0
122.91666666666667,94.24464948989161,0
123.33333333333334,94.39571959191329,0
123.75000000000001,94.54678969393497,0
124.16666666666667,94.69785979595666,0
124.58333333333334,94.84892989797832,0
125.0,95.0,0
