profile,equivalent_throat_diameter_m,mouth_diameter_m,length_m,body_diameter_m,body_length_m,outer_throat_diameter_mm,radial_gap_mm,throat_area_cm2,compression_ratio,ripple_db,mean_spl_db,spl_7000_db,level_7000_relative_mid_db,max_excursion_mm,max_throat_speed_m_s,max_input_power_w
os,0.052,0.21,0.3,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,6.121343965072898,10.110934187172546,106.180461853765,104.20053665840292,-3.5089792434820737,0.06530294231075293,0.7107275152337567,1.446123588041891
exponential,0.047,0.245,0.3,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,7.493034894321917,10.12169814134893,107.34361161498572,105.59995867461625,-2.7755930339811385,0.07660785705220953,0.8928827843078566,1.4407306098170287
conical,0.052,0.28,0.25,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,6.121343965072898,10.12489407689057,107.1485155274077,106.56851457168324,-0.9184789432092231,0.11374749953002047,1.0103454231695432,1.4554377292893597
exponential,0.06,0.28,0.25,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,4.597809467099199,10.1258892991533,107.30839263348028,105.87910362085108,-2.4576378616255994,0.11097266030805814,0.7425958059928642,1.4580111726389962
conical,0.052,0.21,0.3,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,6.121343965072898,10.165411952701021,105.8857452241358,104.46671118772352,-1.9445068501341751,0.08614623874582672,0.9538503680270316,1.4477125404828977
os,0.06,0.32,0.3,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,4.597809467099199,10.171532675479355,108.29216780510521,106.37890831467925,-4.088402922300091,0.09996564751892092,0.6712658496717925,1.4486383686897928
exponential,0.052,0.21,0.25,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,6.121343965072898,10.185912165490464,106.02528954114517,104.38853271587271,-2.30873937940855,0.09167854414021669,0.8269346800112969,1.4472598865388866
exponential,0.06,0.21,0.2,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,4.597809467099199,10.215615136726313,105.32248540261027,103.88705661141758,-1.8247386677635973,0.11504358958242467,0.7693573623728374,1.4578830722447047
hyperbolic,0.06,0.245,0.3,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,4.597809467099199,10.245482276183111,106.96350220873065,104.57615460060828,-3.660577618101442,0.07199027843443512,0.4956560191604657,1.4648644685539443
os,0.052,0.245,0.3,0.064,0.1,82.4621125123532,9.231056256176602,21.237166338267002,6.121343965072898,10.266847458435294,107.10945313884814,105.14273684205415,-3.790704312729318,0.07660558579664535,0.6978412397394054,1.439858787066353
conical,0.047,0.245,0.25,0.064,0.1,79.40403012442127,7.7020150622106325,17.349445429449634,7.493034894321917,10.473252356551754,106.74288016573846,105.67019499730972,-1.279356976440809,0.10393327725866956,1.136831148311458,1.4468395539525312
conical,0.06,0.32,0.2,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,4.597809467099199,10.495799204534407,106.80566266658708,107.1178616234389,0.024649135538538758,0.1381933447488577,0.913728178176193,1.4666515542915028
