z_mm,outer_radius_mm,inner_radius_mm
105.83333333333333,63.39457473671203,0
106.66666666666667,63.54836332204897,0
107.50000000000001,63.70215190738589,0
108.33333333333334,63.85594049272281,0
109.16666666666667,64.00972907805973,0
110.0,64.16351766339666,0
110.83333333333334,64.31730624873359,0
111.66666666666667,64.47109483407051,0
112.5,64.62488341940744,0
113.33333333333334,64.77867200474437,0
114.16666666666669,64.93246059008129,0
115.0,65.0862491754182,0
115.83333333333334,65.24003776075514,0
116.66666666666667,65.39382634609206,0
117.50000000000001,65.547614931429,0
118.33333333333334,65.70140351676591,0
119.16666666666667,65.85519210210283,0
120.00000000000001,66.00898068743976,0
120.83333333333333,66.16276927277669,0
121.66666666666667,66.31655785811361,0
122.50000000000001,66.47034644345054,0
123.33333333333334,66.62413502878746,0
124.16666666666667,66.77792361412438,0
125.0,66.93171219946132,0
125.83333333333336,67.08550078479823,0
126.66666666666667,67.23928937013515,0
127.5,67.39307795547208,0
128.33333333333334,67.546866540809,0
129.16666666666669,67.70065512614593,0
130.0,67.85444371148286,0
130.83333333333334,68.00823229681978,0
131.66666666666669,68.1620208821567,0
132.5,68.31580946749364,0
133.33333333333334,68.46959805283055,0
134.16666666666669,68.62338663816747,0
135.0,68.7771752235044,0
135.83333333333334,68.93096380884133,0
136.66666666666669,69.08475239417825,0
137.5,69.23854097951518,0
138.33333333333334,69.3923295648521,0
139.16666666666669,69.54611815018903,0
140.0,69.69990673552596,0
140.83333333333334,69.85369532086287,0
141.66666666666666,70.0074839061998,0
142.50000000000003,70.16127249153672,0
143.33333333333334,70.31506107687365,0
144.16666666666666,70.46884966221056,0
145.00000000000003,70.6226382475475,0
145.83333333333334,70.77642683288441,0
146.66666666666666,70.93021541822134,0
147.50000000000003,71.08400400355828,0
148.33333333333334,71.2377925888952,0
149.16666666666666,71.39158117423213,0
150.00000000000003,71.54536975956904,0
150.83333333333334,71.69915834490598,0
151.66666666666669,71.8529469302429,0
152.5,72.00673551557982,0
153.33333333333334,72.16052410091675,0
154.16666666666669,72.31431268625367,0
155.0,72.46810127159058,0
