frequency,spl,phase_deg,z_real,z_imag,schema_version,inlet_p_real,inlet_p_imag,inlet_u_real,inlet_u_imag,relative_residual,converged_reason,inlet_area_m2,mesh_inlet_area_m2,mouth_area_m2,mesh_mouth_area_m2,mouth_u_real,mouth_u_imag,mouth_p_real,mouth_p_imag,radiation_model,loss_model,flange_width_m,air_c_m_s,air_rho_kg_m3,air_gamma,air_viscosity_pa_s,air_conductivity_w_m_k,air_heat_capacity_j_kg_k,element_degree,input_acoustic_power_w,mouth_acoustic_power_w,viscous_wall_power_w,thermal_wall_power_w,power_balance_available,bc_mode,phasor_convention,mesh_cells,modal_mode_count,modal_interface_relative_error,modal_v_0_real,modal_v_0_imag,modal_v_1_real,modal_v_1_imag,modal_v_2_real,modal_v_2_imag,modal_v_3_real,modal_v_3_imag,modal_v_4_real,modal_v_4_imag,modal_v_5_real,modal_v_5_imag,modal_v_6_real,modal_v_6_imag,modal_v_7_real,modal_v_7_imag,modal_v_8_real,modal_v_8_imag,modal_v_9_real,modal_v_9_imag,modal_v_10_real,modal_v_10_imag,modal_v_11_real,modal_v_11_imag,modal_v_12_real,modal_v_12_imag,modal_v_13_real,modal_v_13_imag,modal_v_14_real,modal_v_14_imag,modal_v_15_real,modal_v_15_imag
679.4585858536991,81.30619593168268,-43.8885734286676,482.97391725956777,719.630773686013,2,1.0,0.0,2.1333912512096723e-06,-3.1787513607238685e-06,3.667825513714985e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-2.3099957421683723e-06,-1.5590612701492953e-05,0.1641935872224371,-0.1579439620491761,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,2.1333912512096723e-06,2.1333912512096727e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,7.360209075328032e-16,-9.343854667991069e-05,-0.0006306350120409,-2.889781988677865e-05,8.988983996248964e-05,-9.835114992436664e-06,1.4829806339052531e-05,-5.764696223057442e-06,-2.5610256606701594e-08,-3.353119498495232e-06,-4.742911500856592e-06,-1.3673038475090851e-06,-5.71041163478619e-06,3.58897190275106e-07,-6.011610579470961e-06,2.2676119348228565e-06,-5.516241007486262e-06,4.225028740568032e-06,-4.873979221739393e-06,5.877220978441405e-06,-2.3643898595698875e-06,8.022330970335028e-06,-4.113491716069361e-07,1.0755604939545223e-05,1.3634632357419914e-06,1.383924927759973e-05,2.8258041930752597e-06,1.720344343624949e-05,4.111100619880531e-06,2.049851927574974e-05,5.155122400527007e-06,2.373577317344444e-05,6.50125010991513e-06
692.0250112575443,81.49083208442248,-45.295661039769016,543.3262836514201,716.4393766362389,2,1.0,0.0,2.229717971336925e-06,-2.9401444427159746e-06,3.92992637093516e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-2.545258723743826e-06,-1.5671860661709367e-05,0.1636680340788816,-0.1653659495982746,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,2.229717971336925e-06,2.229717971336923e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,5.066781419870245e-16,-0.0001029548547339,-0.0006339214645588,-3.00509083181269e-05,9.014321950726671e-05,-1.0334232382892556e-05,1.5000748474489603e-05,-6.166357337145929e-06,2.1937840725825476e-09,-3.6878384890038e-06,-4.788646728679612e-06,-1.6419523208052812e-06,-5.818367783266654e-06,1.381169085853849e-07,-6.16172425699206e-06,2.103717662918581e-06,-5.707700258182535e-06,4.110804132359786e-06,-5.113560841527483e-06,5.786515122215949e-06,-2.6752312381910464e-06,7.970699439380449e-06,-7.840344532400539e-07,1.0761430563831312e-05,9.208225696328576e-07,1.3909691788740664e-05,2.2985502735034466e-06,1.7345760579032217e-05,3.4911326933373404e-06,2.070398974617353e-05,4.438976182741158e-06,2.4003350220112053e-05,5.6951168469493065e-06
704.8238497189595,81.68086398668405,-46.77339749926843,606.9548761585236,703.3050026869612,2,1.0,0.0,2.333418706331201e-06,-2.703833701629986e-06,4.1770488449530866e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-2.802734083602687e-06,-1.5759729328976094e-05,0.1628315871470518,-0.1732367720236562,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,2.333418706331201e-06,2.333418706331198e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,1.0923522858600569e-15,-0.0001133696459787,-0.0006374757224383,-3.124300851530338e-05,9.056624284822308e-05,-1.085428205847819e-05,1.5226484924455994e-05,-6.591743815399447e-06,5.648896624569194e-08,-4.045962257606487e-06,-4.820419495093659e-06,-1.938556209546146e-06,-5.919988785949888e-06,-1.0271999156940075e-07,-6.310934999420538e-06,1.9221530709536077e-06,-5.902830958628744e-06,3.980682483125889e-06,-5.361088415234199e-06,5.679892416871487e-06,-2.9960787073357418e-06,7.904238258763968e-06,-1.169498626180011e-06,1.0754395603736394e-05,4.611297811904005e-07,1.3969157963439664e-05,1.7485214983197873e-06,1.7479140034355598e-05,2.841686044251508e-06,2.090181657156377e-05,3.686738145902092e-06,2.4264805206481603e-05,4.8470212001491584e-06
717.8593996623249,81.87618830125173,-48.326522549104745,671.5349943652402,678.4555058920134,2,1.0,0.0,2.445057355903093e-06,-2.470254922310102e-06,4.081540601591087e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-3.0846016076655164e-06,-1.5853146312342347e-05,0.161627966247994,-0.1815764098152736,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,2.445057355903093e-06,2.4450573559030948e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,5.03382263455324e-16,-0.0001247710920177,-0.0006412544078279,-3.2469460846208746e-05,9.117490918312593e-05,-1.139412457343888e-05,1.5513171924069692e-05,-7.041424899502579e-06,1.4125139105572406e-07,-4.428727008143688e-06,-4.835356310889263e-06,-2.25869061693355e-06,-6.013202538774245e-06,-3.65357557867056e-07,-6.457794475987475e-06,1.721086746975698e-06,-6.100770105522501e-06,3.83269947951177e-06,-5.616223309060517e-06,5.555170347951901e-06,-3.3268648572292166e-06,7.820623749837296e-06,-1.5680451678613443e-06,1.0732028665158636e-05,-1.6475461293306355e-08,1.4014933916176635e-05,1.1741716690093031e-06,1.7600580673586472e-05,2.1604294199477344e-06,2.1088650090347848e-05,2.895350747520782e-06,2.451650277076453e-05,3.953233081747351e-06
731.1360390103603,82.07664303315252,-49.96006871507368,733.8627108100253,640.8108597345492,2,1.0,0.0,2.56521352786042e-06,-2.239951236078632e-06,4.140463626440626e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-3.393198412501659e-06,-1.5950727814320718e-05,0.1599925490333778,-0.1904020485138458,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,2.56521352786042e-06,2.5652135278604195e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,6.861797400668177e-16,-0.0001372537284259,-0.0006452015465872,-3.3723653783554965e-05,9.198679613284484e-05,-1.1951932390079898e-05,1.5867621870743515e-05,-7.515675048928397e-06,2.609913176803421e-07,-4.8372514509298695e-06,-4.830125703981645e-06,-2.6039253867096994e-06,-6.095545101141887e-06,-6.516107482719119e-07,-6.600521469849011e-06,1.498553355967521e-06,-6.3003821241417245e-06,3.6646939942451168e-06,-5.878402799418366e-06,5.409918763727788e-06,-3.6673071528518256e-06,7.717234451997297e-06,-1.9797894900125177e-06,1.0691493307623828e-05,-5.127137887998268e-07,1.404385082887235e-05,5.74038749177142e-07,1.7706522424112833e-05,1.4450522651429191e-06,2.126047573824674e-05,2.061726144131288e-06,2.4754048962808828e-05,3.0099424056202684e-06
744.658226654428,82.28199657525836,-51.67935349168132,790.1198187948648,590.4599453047844,2,1.0,0.0,2.694471467539118e-06,-2.013590138486968e-06,4.1261305460666367e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-3.7310036270116578e-06,-1.605071506037504e-05,0.157851509713918,-0.1997266654075646,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,2.694471467539118e-06,2.694471467539116e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,1.0262557235464423e-15,-0.000150917835129,-0.0006492459968809,-3.499655729082699e-05,9.302105974621464e-05,-1.252501136414227e-05,1.629731778561176e-05,-8.014366424550167e-06,4.207960989571906e-07,-5.272464020174024e-06,-4.8008853738824985e-06,-2.975776588482137e-06,-6.164104118552669e-06,-9.633350683671268e-07,-6.736944735765421e-06,1.2524675953411173e-06,-6.500202852002728e-06,3.474307069069872e-06,-6.1467834541076414e-06,5.241450234069253e-06,-4.016846383721061e-06,7.5911308985436386e-06,-2.4045950675356008e-06,1.062955224393362e-05,-1.0281009656451326e-06,1.40522294422504e-05,-5.318704080319775e-08,1.7792768057608692e-05,6.9333627256444e-07,2.141251435493777e-05,1.1828232456398767e-06,2.497217201195888e-05,2.013340405092229e-06
758.4305039520283,82.49193534560361,-53.48996097958641,836.4297971434244,528.9985759699725,2,1.0,0.0,2.833404394775176e-06,-1.791981700200138e-06,4.240567611570923e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-4.100610562781193e-06,-1.615090217755423e-05,0.1551210284362605,-0.2095572384000829,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,2.833404394775176e-06,2.8334043947751727e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,8.819894763516807e-16,-0.0001658683107038,-0.000653298531894,-3.627617575447287e-05,9.42983634002769e-05,-1.3109589005510992e-05,1.6810402964447356e-05,-8.53683602393168e-06,6.263640370516515e-07,-5.735009231354727e-06,-4.743231395737232e-06,-3.3756407801255367e-06,-6.2154599197759135e-06,-1.3023820457242227e-06,-6.864440635926403e-06,9.806492987901626e-07,-6.6983759557678144e-06,3.2589895474570123e-06,-6.420174520692148e-06,5.046818317275651e-06,-4.374572912920858e-06,7.439041831363449e-06,-2.841995301826493e-06,1.0542535492094989e-05,-1.5628658010359534e-06,1.4035825549267007e-05,-7.085746344673213e-07,1.785440259275684e-05,-9.674844868775316e-08,2.153911724588436e-05,2.55753676828315e-07,2.5164595138351213e-05,9.597336378950166e-07
772.4574962519918,82.70605003295614,-55.3977096360334,869.6017330493448,459.5314559235516,2,1.0,0.0,2.982553087372648e-06,-1.5760973219356093e-06,4.157208032788206e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-4.504682198636414e-06,-1.624855621214209e-05,0.1517066584138886,-0.2198925143228253,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,2.982553087372648e-06,2.9825530873726464e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,8.752865469740964e-16,-0.0001822128717433,-0.0006572486045728,-3.754691788564009e-05,9.584070588991351e-05,-1.3700567550448073e-05,1.7415634445557436e-05,-9.081724075149914e-06,8.840224585286865e-07,-6.225129343191686e-06,-4.652153896978455e-06,-3.80470810806396e-06,-6.245627130261647e-06,-1.6705366644043718e-06,-6.979867222473445e-06,6.808634071906671e-07,-6.892582395786311e-06,3.016022037661682e-06,-6.69696096467625e-06,4.822827689292164e-06,-4.739139776196625e-06,7.257360910490467e-06,-3.291099466295724e-06,1.0426316546098835e-05,-2.1168484679917917e-06,1.3989780649680484e-05,-1.3928390738225583e-06,1.7885714581367567e-05,-9.26917139249836e-07,2.16336605169512e-05,-7.220764877727516e-07,2.5323906106390634e-05,-1.543011677871202e-07
786.7439144478784,82.9238205717744,-57.40860214358472,887.8169525316448,386.2413631646573,2,1.0,0.0,3.1423974331508414e-06,-1.3670879619096254e-06,4.293859608971623e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-4.945885001554866e-06,-1.6340331112962755e-05,0.1475029727319809,-0.2307202798351999,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,3.1423974331508414e-06,3.1423974331508427e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,6.870301719376956e-16,-0.0002000593759352,-0.0006609608682787,-3.8788887356505e-05,9.767111155246584e-05,-1.4291242080871548e-05,1.812228583819617e-05,-9.646781074782837e-06,1.2007209670425585e-06,-6.742517633861296e-06,-4.5220055484572e-06,-4.263850058143639e-06,-6.250001221293177e-06,-2.069432374989203e-06,-7.0794977273819615e-06,3.508792427600557e-07,-7.079964564047517e-06,2.742551822523563e-06,-6.9750165778894985e-06,4.5660612271815465e-06,-5.108662386476572e-06,7.042159300151545e-06,-3.750481647253816e-06,1.0276302198453976e-05,-2.68937689168558e-06,1.390858381464672e-05,-2.1062001015052942e-06,1.7880125809662867e-05,-1.7984083793929068e-06,2.168844585152595e-05,-1.7527818166249586e-06,2.5441431214458363e-05,-1.3317124839232635e-06
801.2945565601075,83.14460012046109,-59.5287527624832,890.9836459020195,313.6293855376628,2,1.0,0.0,3.313319643321677e-06,-1.1663001993407187e-06,4.3515605533816325e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-5.426795411439529e-06,-1.6422179163163248e-05,0.1423936549614583,-0.2420140951651502,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,3.313319643321677e-06,3.3133196433216784e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,7.973883676692739e-16,-0.0002195120394023,-0.0006642715942336,-3.9977107999921296e-05,9.981313766342373e-05,-1.4872987555817756e-05,1.8939981784520777e-05,-1.02286424891788e-05,1.583988100293227e-06,-7.286140318655584e-06,-4.346491588489597e-06,-4.753477797186761e-06,-6.223316471051176e-06,-2.500439016297644e-06,-7.158958189666295e-06,-1.1445855504157521e-08,-7.257048195593956e-06,2.4356522944436384e-06,-7.251608818289932e-06,4.272930375131592e-06,-5.480605803926589e-06,6.789221025181078e-06,-4.218052675195021e-06,1.00874435279626e-05,-3.2791197246715684e-06,1.3786053175608974e-05,-2.8482090808639435e-06,1.7830138870520925e-05,-2.711780892118949e-06,2.16946183895243e-05,-2.83776211119822e-06,2.5507125408225174e-05,-2.5747104701271576e-06
816.114309347348,83.36759852960208,-61.76428700237912,880.6235478821475,245.7007996008836,2,1.0,0.0,3.495557950039736e-06,-9.752877781221097e-07,4.4959827417674656e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-5.949772933136597e-06,-1.6489265632093894e-05,0.1362522457645576,-0.2537294849423727,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,3.495557950039736e-06,3.495557950039736e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,9.234871069619289e-16,-0.0002406663033179,-0.0006669852192175,-4.108071230596399e-05,0.0001022901477451,-1.5434924150994847e-05,1.9878443287313413e-05,-1.0822572999391456e-05,2.0418366646611114e-06,-7.854025740740502e-06,-4.118692875664209e-06,-5.273367813083948e-06,-6.15962436330808e-06,-2.9645191563250046e-06,-7.21317625806708e-06,-4.080531303336706e-07,-7.419667191696861e-06,2.092411337633936e-06,-7.523298887641365e-06,3.9397563207481655e-06,-5.851662412469998e-06,6.494109574533744e-06,-4.690916849309703e-06,9.854277679454028e-06,-3.883916058126276e-06,1.361534825133475e-05,-3.6175423837322864e-06,1.7727315652394493e-05,-3.666664990350567e-06,2.164211673751116e-05,-3.977410280534577e-06,2.550949527523536e-05,-3.884436460253219e-06
831.2081499477115,83.5918660699477,-64.12120817883192,859.3765786547259,185.3828460368879,2,1.0,0.0,3.689149999420821e-06,-7.958154124007021e-07,4.6203069165348745e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-6.5167940135038205e-06,-1.6535895411652166e-05,0.1289438073320437,-0.2657996380826082,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,3.689149999420821e-06,3.689149999420821e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,1.2608652178802505e-15,-0.0002636021142889,-0.0006688713780335,-4.206214271301369e-05,0.0001051242958237,-1.5963578193045413e-05,2.0947121050894543e-05,-1.1422186684194028e-05,2.5826002101275134e-06,-8.44302234877942e-06,-3.83113644987898e-06,-5.822453322156165e-06,-6.052304408835898e-06,-3.4620492969872878e-06,-7.236351050526721e-06,-8.405340362773038e-07,-7.562899159719298e-06,1.710055561372202e-06,-7.785843133281073e-06,3.562890426414507e-06,-6.217625579426656e-06,6.1522756497383455e-06,-5.165218021984858e-06,9.57101220408555e-06,-4.50058472711348e-06,1.3389027387221936e-05,-4.411762080656934e-06,1.7562303907870775e-05,-4.661467180502158e-06,2.1519675274012856e-05,-5.170760057542503e-06,2.5435577734800107e-05,-5.26056014919192e-06
846.5811475502985,83.8162785483662,-66.60522562386232,830.3577519074189,134.3141776818795,2,1.0,0.0,3.89386592270429e-06,-6.298506856955698e-07,4.857220963377243e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-7.1292421656159164e-06,-1.6555464066700947e-05,0.1203278104889118,-0.2781307572895835,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,3.89386592270429e-06,3.893865922704288e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,1.7392973666423869e-15,-0.0002883754349516,-0.0006696629235134,-4.287644234629799e-05,0.0001083351690378,-1.6442566530869776e-05,2.215469398813565e-05,-1.201915611004861e-05,3.214681087308055e-06,-9.048531566438374e-06,-3.475930858278198e-06,-6.398583093903702e-06,-5.894122492776666e-06,-3.992604499944488e-06,-7.221957197298109e-06,-1.3099428345371596e-06,-7.681022742473898e-06,1.286117036585218e-06,-8.034105246000626e-06,3.138882602042305e-06,-6.573268599706665e-06,5.759216818825473e-06,-5.635983536995915e-06,9.231665511216575e-06,-5.124720164598013e-06,1.3099167516634834e-05,-5.227049151645127e-06,1.7324933326783906e-05,-5.693031150918138e-06,2.1314904419312784e-05,-6.415075278065212e-06,2.527100387880432e-05,-6.700804711109446e-06
862.23846509766,84.03952536803041,-69.22154028461134,796.5964003559786,92.96342333814516,2,1.0,0.0,4.109132360746701e-06,-4.795389623074643e-07,4.729091898879877e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-7.787652683133007e-06,-1.6540449841638712e-05,0.1102625718188996,-0.2905973240619026,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,4.109132360746701e-06,4.1091323607467e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,9.80256762703034e-16,-0.0003150079177534,-0.0006690556031864,-4.3470744816599925e-05,0.0001119380484544,-1.6852345318766366e-05,2.350841374623856e-05,-1.2602932184623936e-05,3.9461903131613965e-06,-9.664228343474426e-06,-3.044985353288214e-06,-6.998254392787458e-06,-5.677354619185546e-06,-4.554708755045305e-06,-7.162799494848915e-06,-1.8165686417401469e-06,-7.767511479913631e-06,8.186476911956101e-07,-8.261992852041326e-06,2.6647053035170835e-06,-6.912242946206026e-06,5.310699536745995e-06,-6.096979704084722e-06,8.830277768733231e-06,-5.750487480921456e-06,1.2737565574854206e-05,-6.0579209176855e-06,1.7004406193886654e-05,-6.756265734131361e-06,2.1014479584891957e-05,-7.705390796223454e-06,2.500018375102e-05,-8.200409286272315e-06
878.1853610197446,84.26010256196332,-71.9745855178365,760.6793862544326,60.93149480249895,2,1.0,0.0,4.333950652562755e-06,-3.47155577543923e-07,5.1369419497406206e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-8.491415368982814e-06,-1.648246718783429e-05,0.0986115497454416,-0.3030377083846267,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,4.333950652562755e-06,4.333950652562757e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,6.662339823918501e-16,-0.0003434748804291,-0.000666710224446,-4.378410884622191e-05,0.0001159417755175,-1.717007905736819e-05,2.501328552626873e-05,-1.3160507699283804e-05,4.784462485618244e-06,-1.0281791126695755e-05,-2.5303318916358404e-06,-7.616334002157088e-06,-5.393995483648927e-06,-5.145559285584209e-06,-7.051137290137756e-06,-2.359669936796561e-06,-7.815082541482071e-06,3.064831461286379e-07,-8.462436647476205e-06,2.138037860464701e-06,-7.227015315582322e-06,4.803051708508959e-06,-6.540598799144612e-06,8.361205449581657e-06,-6.370436811744363e-06,1.229604112758262e-05,-6.896953192346909e-06,1.6589609515652573e-05,-7.843760883368931e-06,2.06044726760192e-05,-9.03402730111596e-06,2.4606652286563343e-05,-9.751551995222531e-06
894.4271909999161,84.47631329342714,-74.86772443910297,724.604566526727,37.29151850579766,2,1.0,0.0,4.566815026709243e-06,-2.350295249965154e-07,5.055449783462999e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-9.238446499541223e-06,-1.637240533682761e-05,0.0852517224596122,-0.3152507454476594,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,4.566815026709243e-06,4.566815026709248e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,6.58794565950932e-16,-0.0003736920370627,-0.0006622582597886,-4.374787711392259e-05,0.0001203462594311,-1.7369700315321354e-05,2.667109280881392e-05,-1.3676269891082528e-05,5.735436985186104e-06,-1.0890673895963367e-05,-1.9245651675570145e-06,-8.245790813474485e-06,-5.036070395231078e-06,-5.760741234347e-06,-6.8788987358349065e-06,-2.937181465310089e-06,-7.815821323937124e-06,-2.504481322399491e-07,-8.627434494470727e-06,1.5576100563376692e-06,-7.508868507553582e-06,4.233528718488979e-06,-6.957804427785519e-06,7.819508463266589e-06,-6.975365571265956e-06,1.1766856641388202e-05,-7.734538536792494e-06,1.6069573653985565e-05,-8.945426226214445e-06,2.007085915879605e-05,-1.0390118483139407e-05,2.407361674130265e-05,-1.134277519507124e-05
910.9694097736316,84.68627868142514,-77.90291051723312,689.7861238952722,20.87511144697417,2,1.0,0.0,4.805639846299267e-06,-1.4543387274741405e-07,5.3418683661938265e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-1.0024851924419031e-05,-1.6200675856999466e-05,0.0700840872308656,-0.3269941012183456,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,4.805639846299267e-06,4.8056398462992645e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,8.760343100682973e-16,-0.0004055018705877,-0.0006553118603973,-4.328675999082085e-05,0.0001251397326538,-1.7422241176856715e-05,2.84793006041827e-05,-1.4131999154312944e-05,6.802911477630585e-06,-1.147796464726764e-05,-1.221406973843777e-06,-8.877474651642824e-06,-4.59606407976424e-06,-6.39395961014385e-06,-6.6380029303826125e-06,-3.545412987860343e-06,-7.761403305547268e-06,-8.507834034496198e-07,-8.748185676287901e-06,9.23594598857682e-07,-7.747995556029837e-06,3.600746675331533e-06,-7.338168264009908e-06,7.2014301318567394e-06,-7.554265946930685e-06,1.1143263575222549e-05,-8.558723941516577e-06,1.5434094743492472e-05,-1.004820242844729e-05,1.940022605159166e-05,-1.175920830175842e-05,2.3384738499908638e-05,-1.2958477274154777e-05
927.8175729603872,84.88796194145338,-81.08032531060924,657.141218304002,10.472260835929765,2,1.0,0.0,5.047708379912998e-06,-8.044072918540202e-08,4.904722588873802e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-1.0844616193682156e-05,-1.595758906214202e-05,0.0530460153459428,-0.3379854097005739,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,5.047708379912998e-06,5.0477083799130015e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,5.108345692669908e-16,-0.0004386610580883,-0.0006454790817415,-4.232083963064133e-05,0.0001302959570365,-1.7296518656851735e-05,3.0429908790229596e-05,-1.4507078871785664e-05,7.987696504539175e-06,-1.202838496574789e-05,-4.163854416659009e-07,-9.499987298378904e-06,-4.0674691285811165e-06,-7.036826987107428e-06,-6.320800944918471e-06,-4.178770894947507e-06,-7.643430960018576e-06,-1.4913768737193708e-06,-8.815340030159343e-06,2.380251059428354e-07,-7.93371781795498e-06,2.905162975634001e-06,-7.670034663297697e-06,6.504956138353782e-06,-8.094401701311596e-06,1.0420167472569507e-05,-9.355182060412784e-06,1.4674522159506184e-05,-1.1135911087686826e-05,1.8580688770088888e-05,-1.3122996000021844e-05,2.2525163571798916e-05,-1.4578559198168832e-05
944.9773389295436,85.0792085621311,-84.39801600934034,627.2036357787526,4.949557000820142,2,1.0,0.0,5.28965846381558e-06,-4.1743166952497534e-08,5.753204886007071e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-1.1689366158114845e-05,-1.5633868531981928e-05,0.0341247639805919,-0.3479072189950068,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,5.28965846381558e-06,5.289658463815582e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,5.975547478105879e-16,-0.0004728309085099,-0.0006323846957578,-4.07686411606392e-05,0.0001357716935975,-1.696024125386806e-05,3.2508371332623404e-05,-1.4778980448990772e-05,9.28673038052224e-06,-1.252449044508916e-05,4.924034864809117e-07,-1.009970022730308e-05,-3.4454390845510004e-06,-7.678756056789063e-06,-5.920633266348088e-06,-4.82954580386098e-06,-7.453894127226591e-06,-2.166982336723313e-06,-8.819380811654525e-06,-4.947997336698721e-07,-8.054853445160498e-06,2.149566593693211e-06,-7.940847688550912e-06,5.730418859443945e-06,-8.58156000453511e-06,9.594882674808256e-06,-1.0107376211065022e-05,1.3784686461178408e-05,-1.2189320055204564e-05,1.76029952654733e-05,-1.4459322268808063e-05,2.1482783441406223e-05,-1.6178334025448224e-05
962.454470700661,85.25780439068932,-87.85156484207727,600.232641059573,3.3069068489508777,2,1.0,0.0,5.527521660592546e-06,-3.045319095754347e-08,5.23461365905365e-17,4,0.0033178996307172,0.0032686174847488,0.0247220855230298,0.0246702480084229,-1.2548268338769788e-05,-1.5221294381347356e-05,0.0133709175168536,-0.3564166457384517,modal_baffled,lossless,0.0,343.0,1.225,1.4,1.81e-05,0.0257,1006.0,1,5.527521660592546e-06,5.527521660592546e-06,0.0,0.0,True,dirichlet,exp(+iwt)_rms,5333,16,6.646600479013174e-16,-0.0005075732112924,-0.0006156962108705,-3.855130981071608e-05,0.000141504854854,-1.638156576792664e-05,3.469274164456363e-05,-1.4924072492221523e-05,1.0692248601612664e-05,-1.294712690332048e-05,1.5035143479407816e-06,-1.066097527287976e-05,-2.7275065213268234e-06,-8.307012226535307e-06,-5.432480597842244e-06,-5.487818958471161e-06,-7.185745691914616e-06,-2.8700193906307552e-06,-8.751146904526909e-06,-1.2679817529074423e-06,-8.10025028500898e-06,1.3395208303616109e-06,-8.137664604601706e-06,4.881089793678702e-06,-9.000516810952566e-06,8.667918214524517e-06,-1.0796975981605024e-05,1.2761907992411927e-05,-1.3186502110179996e-05,1.6461754289184373e-05,-1.5742494625683476e-05,2.0249660696738688e-05,-1.7728815749751836e-05
